Protein IDs,Protein names,n_variants_present,f_present,mean_WD,max_WD,mean_z,median_log2FC,mean_MiST,mean_specificity,ctrl_detect_ratio_overall,n_high_lines,n_mid_lines,bait_specific_penalty,any_high,any_mid,S,prey_uniprot,struct_status,struct_iptm,struct_ptm,struct_rank,fraction_disordered,has_clash,S_struct,iface_contact_pairs,iface_res_A,iface_res_B,iface_min_ca_dist,iface_mean_ca_dist,iface_mean_plddt,iface_area,iface_hbonds,iface_salt_bridges,iface_hydroph_contacts,score_struct,priority_rank,score_struct_cal,priority_rank_cal
Q7Z3R8,DNA-directed RNA polymerase subunit beta ,7,1.0,0.0431880124819355,0.9285714285714286,0.2530455233006767,0.3665683718244921,0.0,0.7857142857142857,0.2857142857142857,0,2,0.2142857142857142,False,True,0.5041486312890698,,,,,,,,0.5041486312890698,,,,,,,,,,,0.252074,363,0.252074,363
Q6IRT1,S-(hydroxymethyl)glutathione dehydrogenase ,7,1.0,-0.2029874778726106,0.0,0.8959689192101957,1.1112713880366163,0.3466323889164805,0.7653061224489797,0.2857142857142857,0,4,0.2346938775510204,False,True,0.5039590854385751,,,,,,,,0.5039590854385751,,,,,,,,,,,0.25198,364,0.25198,364
B1ALA9,Ribose-phosphate pyrophosphokinase 1 ,7,1.0,0.4116735800173267,1.3765706208279485,-0.1574955459935236,-0.4739371867431785,0.4579127364880801,0.4693877551020408,0.4285714285714285,0,1,0.5306122448979591,False,True,0.5039465311972662,,,,,,,,0.5039465311972662,,,,,,,,,,,0.251973,365,0.251973,365
A0A024RAM4,"Microtubule-associated protein 1B, isoform CRA_b ",7,1.0,-0.161668567959221,0.3105769336257593,2.1353132707876195,3.281179543658606,0.7411293984293028,0.4693877551020408,0.4285714285714285,0,4,0.5306122448979591,False,True,0.5037141501281661,,,,,,,,0.5037141501281661,,,,,,,,,,,0.251857,366,0.251857,366
B3KXZ4,DNA replication licensing factor MCM2 ,7,1.0,0.1236983158569946,1.873741742977248,0.3422075921965466,0.2976523040546439,0.0,0.7346938775510204,0.2857142857142857,0,1,0.2653061224489795,False,True,0.5036868214478195,,,,,,,,0.5036868214478195,,,,,,,,,,,0.251843,367,0.251843,367
J3QL56,"Protein SCO1 homolog, mitochondrial ",7,1.0,0.1864575220741235,1.6251244261101565,3.1714082012407188,2.1866981091759534,0.1907771655307124,0.5204081632653061,0.4285714285714285,0,5,0.4795918367346938,False,True,0.5035611637908896,,,,,,,,0.5035611637908896,,,,,,,,,,,0.251781,368,0.251781,368
A0A0S2Z5K8,Spermatid perinuclear RNA-binding protein (Fragment) ,7,1.0,0.217985657812646,1.220324791596443,0.2642525084667467,0.4444846923212147,0.0251377430500598,0.6836734693877551,0.4285714285714285,0,1,0.3163265306122448,False,True,0.5031974637223016,,,,,,,,0.5031974637223016,,,,,,,,,,,0.251599,369,0.251599,369
Q9Y3Z3,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 ,7,1.0,-0.2122910804563966,1.110696833014365,459169.69684369833,0.3680906215863828,0.0033006363556436,0.7857142857142857,0.1428571428571428,3,4,0.2142857142857142,True,True,0.5030692237465423,,,,,,,,0.5030692237465423,,,,,,,,,,,0.251535,370,0.251535,370
Q53GF5,Proteasome subunit alpha type (Fragment) ,7,1.0,-0.0087600602819321,1.169835589639603,2.30578558317114,1.175890264008448,0.2472858635411708,0.6632653061224489,0.2857142857142857,0,5,0.3367346938775509,False,True,0.5030389003732556,,,,,,,,0.5030389003732556,,,,,,,,,,,0.251519,371,0.251519,371
Q86V81,THO complex subunit 4 ,7,1.0,0.0335071855756216,1.7315442394174634,0.4585914676788334,0.2474909535745979,0.4750778485858573,0.6530612244897959,0.4285714285714285,0,2,0.3469387755102041,False,True,0.5030319647468197,,,,,,,,0.5030319647468197,,,,,,,,,,,0.251516,372,0.251516,372
P34897,"Serine hydroxymethyltransferase, mitochondrial ",7,1.0,-0.1238951704685885,1.140696847654444,2.6144029975603016,1.130492983789516,0.2926983829235344,0.7244897959183673,0.2857142857142857,3,5,0.2755102040816326,True,True,0.5028916137170156,,,,,,,,0.5028916137170156,,,,,,,,,,,0.251446,373,0.251446,373
A0A024QZC1,"CD2 antigen (Cytoplasmic tail) binding protein 2, isoform CRA_a ",7,1.0,0.0889024035294005,0.7857142857142785,60631.54322303556,-0.3059780296934988,0.0,0.7448979591836735,0.1428571428571428,1,2,0.2551020408163265,True,True,0.5028507826983812,,,,,,,,0.5028507826983812,,,,,,,,,,,0.251425,374,0.251425,374
B2R704,"cDNA, FLJ93207, highly similar to Homo sapiens microtubule-associated protein 7 (MAP7), mRNA ",7,1.0,0.1364999533050272,0.8521748674309896,-317449.822161629,-0.4772683123256094,0.1728132314870036,0.7653061224489796,0.1428571428571428,0,1,0.2346938775510203,False,True,0.5027966952684709,,,,,,,,0.5027966952684709,,,,,,,,,,,0.251398,375,0.251398,375
Q14694,Ubiquitin carboxyl-terminal hydrolase 10 ,7,1.0,0.1380204115198427,1.406711098933781,0.227202701553122,0.0768678033781924,0.1380472251425655,0.6836734693877551,0.2857142857142857,0,1,0.3163265306122448,False,True,0.5026594485538943,,,,,,,,0.5026594485538943,,,,,,,,,,,0.25133,376,0.25133,376
B7ZKN7,DNA helicase ,7,1.0,0.0300799487431646,1.7152146335031733,-0.8874753376418648,-2.929204276809447,0.3197307804002693,0.8367346938775511,0.0,0,2,0.1632653061224489,False,True,0.5026275675988411,,,,,,,,0.5026275675988411,,,,,,,,,,,0.251314,377,0.251314,377
K7EIY6,RING-type E3 ubiquitin transferase (Fragment) ,7,1.0,-0.215323866414427,0.4342810136431678,-0.3003671198994864,-0.3334858894379984,0.2193395931338473,0.8469387755102041,0.0,0,1,0.1530612244897959,False,True,0.5025836074572813,,,,,,,,0.5025836074572813,,,,,,,,,,,0.251292,378,0.251292,378
F4ZW66,NF110b ,7,1.0,0.1196037069271466,0.9534315204615892,2.0417247342865164,2.479322399231105,0.7463518755062404,0.3979591836734694,0.7142857142857143,0,2,0.6020408163265306,False,True,0.5021302110682706,,,,,,,,0.5021302110682706,,,,,,,,,,,0.251065,379,0.251065,379
Q9NVE7,4-phosphopantetheine phosphatase ,7,1.0,-0.0573204522757931,0.9285714285714286,334669.9847821252,0.6233182949831111,0.0,0.6938775510204083,0.1428571428571428,1,3,0.3061224489795918,True,True,0.5020710015086309,,,,,,,,0.5020710015086309,,,,,,,,,,,0.251036,380,0.251036,380
P07355,Annexin A2 ,7,1.0,-0.1840180244138269,1.3244242302642537,0.2633540520008761,0.1934338781331099,0.5962514192267143,0.7142857142857143,0.2857142857142857,0,4,0.2857142857142857,False,True,0.5019912716856236,,,,,,,,0.5019912716856236,,,,,,,,,,,0.250996,381,0.250996,381
A0A024RD78,"Mitochondrial ribosomal protein L14, isoform CRA_b ",7,1.0,0.1125026452471922,2.305956977035532,-0.267487153635379,-0.0577772304504407,0.0,0.7551020408163265,0.2857142857142857,0,2,0.2448979591836734,False,True,0.5018348250755195,,,,,,,,0.5018348250755195,,,,,,,,,,,0.250917,382,0.250917,382
Q53XC0,Eukaryotic translation initiation factor 2 subunit 1 ,7,1.0,0.2065737628945597,1.931452442043633,0.6421832308775354,1.0021850187691328,0.2998104431825381,0.5408163265306122,0.4285714285714285,0,3,0.4591836734693877,False,True,0.5018041743578898,,,,,,,,0.5018041743578898,,,,,,,,,,,0.250902,383,0.250902,383
O00410,Importin-5 ,7,1.0,-0.0202566485904896,0.8860319597552203,1.7106166951820942,3.2666594219541345,0.5440253483528273,0.4693877551020408,0.5714285714285714,0,3,0.5306122448979591,False,True,0.5015934139306802,,,,,,,,0.5015934139306802,,,,,,,,,,,0.250797,384,0.250797,384
P35251,Replication factor C subunit 1 ,7,1.0,0.0115436308205313,0.7372294595734091,-0.0954534597604918,0.1143073687876743,0.0,0.8061224489795918,0.2857142857142857,0,1,0.1938775510204081,False,True,0.5014180354457856,,,,,,,,0.5014180354457856,,,,,,,,,,,0.250709,385,0.250709,385
Q96B26,Exosome complex component RRP43 ,7,1.0,-0.0910649403129054,0.5570244586586616,0.8482692421034657,0.8385756896309253,0.1172970035490293,0.7755102040816327,0.2857142857142857,0,5,0.2244897959183673,False,True,0.5010174514973206,,,,,,,,0.5010174514973206,,,,,,,,,,,0.250509,386,0.250509,386
Q53F02,"Cleavage and polyadenylation specific factor 3, 73kDa variant (Fragment) ",7,1.0,-0.0698075571823203,0.1808656528041973,4.882609959538072,1.8054595108557367,0.0784292743159946,0.7040816326530612,0.2857142857142857,3,5,0.2959183673469387,True,True,0.5007359961629494,,,,,,,,0.5007359961629494,,,,,,,,,,,0.250368,387,0.250368,387
P83881,60S ribosomal protein L36a ,7,1.0,0.0286187853261718,1.0811616914630529,-1.697103143266257,-1.7547601424611656,0.6030235487951935,0.7040816326530612,0.2857142857142857,0,4,0.2959183673469387,False,True,0.500703095684942,,,,,,,,0.500703095684942,,,,,,,,,,,0.250352,388,0.250352,388
B4E0E1,Poly [ADP-ribose] polymerase ,7,1.0,-0.2853449258235508,0.1749389342483631,0.2652601290650503,0.2543221002667231,0.713569217206001,0.7244897959183673,0.2857142857142857,0,4,0.2755102040816326,False,True,0.5006761507951127,,,,,,,,0.5006761507951127,,,,,,,,,,,0.250338,389,0.250338,389
A0A1W2PR17,6-phosphofructo-2-kinase ,7,1.0,-0.4455291007031629,0.0,1.522175597868254,0.9992674017936132,0.8771512441750071,0.7142857142857143,0.2857142857142857,1,5,0.2857142857142857,True,True,0.5004310492176811,,,,,,,,0.5004310492176811,,,,,,,,,,,0.250216,390,0.250216,390
Q8WW12,PEST proteolytic signal-containing nuclear protein ,7,1.0,0.151484605656358,1.8778146868798504,0.3033674813155853,1.0221118203960096,0.0,0.673469387755102,0.4285714285714285,0,4,0.3265306122448979,False,True,0.5000557097022392,,,,,,,,0.5000557097022392,,,,,,,,,,,0.250028,391,0.250028,391
A0A140VJN3,Leucine rich repeat containing 40 ,7,1.0,-0.5247010073660932,0.0808153664597667,0.6854008111816875,1.0072907297017473,0.6017211976408591,0.7959183673469388,0.0,0,5,0.2040816326530611,False,True,0.5000449904088504,,,,,,,,0.5000449904088504,,,,,,,,,,,0.250022,392,0.250022,392
Q5RKV6,Exosome complex component MTR3 ,7,1.0,-0.0553982704329965,0.5532916581231876,1.1065512662920922,1.1304057141731718,0.0996766740893212,0.7244897959183673,0.2857142857142857,0,3,0.2755102040816326,False,True,0.499107296493438,,,,,,,,0.499107296493438,,,,,,,,,,,0.249554,393,0.249554,393
O96008,Mitochondrial import receptor subunit TOM40 homolog ,7,1.0,-0.144762477499597,0.2580100059630974,224961.52759126297,0.1747210040518005,0.4030366002873914,0.6428571428571429,0.1428571428571428,1,3,0.3571428571428571,True,True,0.4986826045099931,O96008,empty,,,,,,0.4986826045099931,,,,,,,,,,,0.249341,394,0.249341,394
Q9UPN7,Serine/threonine-protein phosphatase 6 regulatory subunit 1 ,7,1.0,0.0944776283506181,0.7857142857142961,0.5681642038869577,1.4682783121107796,0.1737842442154413,0.5714285714285714,0.2857142857142857,0,4,0.4285714285714285,False,True,0.4986463899062224,,,,,,,,0.4986463899062224,,,,,,,,,,,0.249323,395,0.249323,395
Q53HV2,T-complex protein 1 subunit eta (Fragment) ,7,1.0,0.0269190927620766,0.2433479430236771,2.295738655486367,2.009234894762169,1.021839980232199,0.3673469387755102,0.7142857142857143,0,2,0.6326530612244897,False,True,0.4985316427589819,,,,,,,,0.4985316427589819,,,,,,,,,,,0.249266,396,0.249266,396
B7Z9U2,Vesicle-fusing ATPase ,7,1.0,0.4014703073153272,1.2942113685109649,5.024147536898769,1.2485898737834624,0.0787815787826572,0.5204081632653061,0.7142857142857143,0,2,0.4795918367346938,False,True,0.498325534628583,,,,,,,,0.498325534628583,,,,,,,,,,,0.249163,397,0.249163,397
Q99459,Cell division cycle 5-like protein ,7,1.0,0.0658828294390323,0.6203535919251336,12.170115846405094,1.2040676471787322,0.5107217809478252,0.5102040816326531,0.4285714285714285,1,2,0.4897959183673469,True,True,0.4972265552505582,,,,,,,,0.4972265552505582,,,,,,,,,,,0.248613,398,0.248613,398
Q68E00,Uncharacterized protein DKFZp686G2045 (Fragment) ,7,1.0,0.0417215590977393,1.209001831418439,17.19481300056213,3.2227327871046114,0.2566627548588194,0.5408163265306122,0.7142857142857143,0,3,0.4591836734693877,False,True,0.497135619533589,,,,,,,,0.497135619533589,,,,,,,,,,,0.248568,399,0.248568,399
Q52LJ0,Protein FAM98B ,7,1.0,-0.1293804523976808,0.1034266409364769,13.500480726882488,1.4091259567177126,0.0,0.7755102040816327,0.2857142857142857,3,7,0.2244897959183673,True,True,0.4970586710502547,,,,,,,,0.4970586710502547,,,,,,,,,,,0.248529,400,0.248529,400
P40222,Alpha-taxilin ,7,1.0,0.0029847963085761,0.4431288054923374,2.353917777317597,0.9389172136701482,0.0453862292917328,0.7040816326530612,0.2857142857142857,1,4,0.2959183673469387,True,True,0.496786211182057,,,,,,,,0.496786211182057,,,,,,,,,,,0.248393,401,0.248393,401
X6RAC9,Eukaryotic translation initiation factor 4C ,6,0.8571428571428571,0.1459770926529787,0.5450787735211065,7.556251821865101,2.957802699475252,0.1403723181810387,0.7619047619047619,0.4285714285714285,3,5,0.238095238095238,True,True,0.4966231526213613,,,,,,,,0.4966231526213613,,,,,,,,,,,0.248312,402,0.248312,402
P12532,"Creatine kinase U-type, mitochondrial ",7,1.0,-0.4399539515165274,0.4468905460167732,-0.2407232873016433,-0.1957282368415178,0.2609292484482398,0.9285714285714286,0.0,0,1,0.0714285714285714,False,True,0.4966073935804381,,,,,,,,0.4966073935804381,,,,,,,,,,,0.248304,403,0.248304,403
O15371,Eukaryotic translation initiation factor 3 subunit D ,7,1.0,0.2336342212297246,1.897298542175892,-6.499698239797023,-0.746761005464311,0.1223312941158704,0.6428571428571429,0.2857142857142857,0,2,0.3571428571428571,False,True,0.4963001959447709,,,,,,,,0.4963001959447709,,,,,,,,,,,0.24815,404,0.24815,404
P78344,Eukaryotic translation initiation factor 4 gamma 2 ,7,1.0,-0.1731064144061211,0.4812746399120191,1.5719227147560972,2.886129063859716,0.3089238889371892,0.6122448979591837,0.4285714285714285,0,4,0.3877551020408162,False,True,0.496145752143479,,,,,,,,0.496145752143479,,,,,,,,,,,0.248073,405,0.248073,405
A0A590UK80,Uncharacterized protein (Fragment) ,7,1.0,-0.213338247874498,0.2344318820158097,-19.36972110857081,-1.3078632360554394,0.8559453639323502,0.7040816326530612,0.2857142857142857,0,5,0.2959183673469387,False,True,0.4957138554779398,,,,,,,,0.4957138554779398,,,,,,,,,,,0.247857,406,0.247857,406
Q9NR09,Baculoviral IAP repeat-containing protein 6 ,7,1.0,-0.0311310579816255,0.2205716395720985,1.900742279191292,1.2544350237773545,0.022650343724215,0.7040816326530612,0.2857142857142857,3,5,0.2959183673469387,True,True,0.495617719910072,,,,,,,,0.495617719910072,,,,,,,,,,,0.247809,407,0.247809,407
A0A0C4DG44,"Serine protease HTRA2, mitochondrial (Fragment) ",7,1.0,0.0356666895003051,1.1092400000486782,-20822.023406696804,0.2001331659851359,0.0,0.7142857142857143,0.1428571428571428,0,2,0.2857142857142857,False,True,0.4953231698884475,,,,,,,,0.4953231698884475,,,,,,,,,,,0.247662,408,0.247662,408
A0A0S2Z489,"Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 12, isoform CRA_a (Fragment) ",7,1.0,0.0577447825090076,0.389476492695569,1.067876459000792,1.4394859132209064,0.4482975620647292,0.5408163265306123,0.5714285714285714,0,3,0.4591836734693877,False,True,0.4950775482356914,,,,,,,,0.4950775482356914,,,,,,,,,,,0.247539,409,0.247539,409
A0A384MTW7,Nucleoside diphosphate kinase ,7,1.0,-0.0850567443094691,0.0910798823442741,1.1776551968554336,1.009143898372109,0.4706192523477545,0.5816326530612245,0.2857142857142857,0,3,0.4183673469387754,False,True,0.4939322617628001,,,,,,,,0.4939322617628001,,,,,,,,,,,0.246966,410,0.246966,410
A0A024R3W7,Elongation factor 1-beta ,7,1.0,0.1159453849534965,1.5717608052557164,0.5009212634178225,1.288929741720377,0.7391800535004897,0.4285714285714285,0.7142857142857143,0,2,0.5714285714285714,False,True,0.4932593608930939,,,,,,,,0.4932593608930939,,,,,,,,,,,0.24663,411,0.24663,411
Q5T4S7,E3 ubiquitin-protein ligase UBR4 ,7,1.0,-0.2594630243027543,0.0705312831719413,7.1074827387451744,4.268288121068565,0.3520265675505957,0.5612244897959183,0.5714285714285714,0,5,0.4387755102040816,False,True,0.4922996881166009,,,,,,,,0.4922996881166009,,,,,,,,,,,0.24615,412,0.24615,412
B4E2X3,cDNA FLJ56024 ,7,1.0,-0.3372302075883055,0.3586972149713725,-0.5254539257166674,-0.7119911254253921,0.0939709673455225,0.9285714285714286,0.0,0,1,0.0714285714285714,False,True,0.4920522509143908,,,,,,,,0.4920522509143908,,,,,,,,,,,0.246026,413,0.246026,413
A0A3B3ISR7,RNA helicase ,7,1.0,0.2352017491549143,1.1922988011751257,-0.7740935593221717,0.1253622831924694,0.704005912625932,0.4387755102040817,0.7142857142857143,0,1,0.5612244897959183,False,True,0.4920269706057802,,,,,,,,0.4920269706057802,,,,,,,,,,,0.246013,414,0.246013,414
A8K607,"cDNA FLJ76855, highly similar to Homo sapiens exportin 7 (XPO7), mRNA ",7,1.0,0.0288062782827933,1.0735519637190531,209917.07873551795,0.4699435123934314,0.0,0.6122448979591837,0.1428571428571428,0,3,0.3877551020408162,False,True,0.4917609481006235,,,,,,,,0.4917609481006235,,,,,,,,,,,0.24588,415,0.24588,415
A0A024R2F9,Transmembrane protein 43 isoform 1 (Fragment) ,6,0.8571428571428571,-0.1648007693695578,0.8933446112114509,0.3660362827741649,0.6189580180513587,0.4559289344563706,0.8809523809523809,0.0,0,2,0.119047619047619,False,True,0.491305319999379,,,,,,,,0.491305319999379,,,,,,,,,,,0.245653,416,0.245653,416
F5H5U2,RNA helicase ,7,1.0,0.1441720978768068,0.9325723617913104,2.8290101515173403,0.2303468467615737,0.0026823392519801,0.673469387755102,0.4285714285714285,0,1,0.3265306122448979,False,True,0.4910929366720182,,,,,,,,0.4910929366720182,,,,,,,,,,,0.245546,417,0.245546,417
A0A384MR33,Structural maintenance of chromosomes protein ,7,1.0,-0.5255172354204398,0.0202642042254061,0.0837606855397216,-0.4201533036749367,0.3508630481053423,0.9285714285714286,0.0,0,2,0.0714285714285714,False,True,0.4908114609267151,,,,,,,,0.4908114609267151,,,,,,,,,,,0.245406,418,0.245406,418
A0A024RB32,"Prostaglandin E synthase 3 (Cytosolic), isoform CRA_a ",7,1.0,0.0668481902776312,0.4330076536117396,1.879187396148449,0.8691757399626141,0.2018056590297277,0.6020408163265306,0.4285714285714285,1,3,0.3979591836734694,True,True,0.49063173070446,,,,,,,,0.49063173070446,,,,,,,,,,,0.245316,419,0.245316,419
F8VPD4,Aspartate carbamoyltransferase ,7,1.0,0.186591207437509,1.5509775673214328,3.70305160949772,2.2462798784452787,0.7319403671776106,0.2959183673469387,0.7142857142857143,0,2,0.7040816326530612,False,True,0.4903458811980546,,,,,,,,0.4903458811980546,,,,,,,,,,,0.245173,420,0.245173,420
A0A140VJF3,Testicular tissue protein Li 27 ,7,1.0,-0.1488970460831493,0.5344810588915929,0.9648303439507456,2.178632550286072,0.4388778164377633,0.5918367346938777,0.5714285714285714,0,4,0.4081632653061224,False,True,0.4899720851637393,,,,,,,,0.4899720851637393,,,,,,,,,,,0.244986,421,0.244986,421
Q7Z3D7,Uncharacterized protein DKFZp686E2459 ,7,1.0,0.1089271711193412,0.747190892605669,-1.9369945155841504,-3.7169200205367225,1.0453116602211885,0.5918367346938777,0.4285714285714285,0,4,0.4081632653061224,False,True,0.4899475841295139,,,,,,,,0.4899475841295139,,,,,,,,,,,0.244974,422,0.244974,422
A8K6Y1,"cDNA FLJ75526, highly similar to Homo sapiens proliferation-associated 2G4, 38kDa (PA2G4), mRNA (Fragment) ",7,1.0,0.0018115501426199,0.5712397059059476,-1.1686053858337144,-1.7881062516811,0.4577887988919671,0.7040816326530612,0.2857142857142857,0,1,0.2959183673469387,False,True,0.4899419651739032,,,,,,,,0.4899419651739032,,,,,,,,,,,0.244971,423,0.244971,423
K7EL20,Eukaryotic translation initiation factor 3 subunit G (Fragment) ,7,1.0,-0.3708763378291277,0.2581780408118552,2.595929959957082,1.5204123011725486,0.77210945473756,0.6224489795918368,0.4285714285714285,1,3,0.3775510204081632,True,True,0.4890092079011272,,,,,,,,0.4890092079011272,,,,,,,,,,,0.244505,424,0.244505,424
K7EP07,Tubulin-folding cofactor B (Fragment) ,7,1.0,0.0711574868930228,0.6625363959764112,1.6078505034475812,1.6550693476436005,0.2063108091259411,0.5612244897959184,0.5714285714285714,0,3,0.4387755102040816,False,True,0.4886294915747181,,,,,,,,0.4886294915747181,,,,,,,,,,,0.244315,425,0.244315,425
A8MXP9,Matrin-3 ,7,1.0,-0.2520059944921201,0.9285714285714278,-0.1712276842425166,-0.1928492386899378,0.5087354598426588,0.7244897959183673,0.2857142857142857,1,2,0.2755102040816326,True,True,0.4881188703531124,,,,,,,,0.4881188703531124,,,,,,,,,,,0.244059,426,0.244059,426
F1T0I1,Protein transport protein sec16 ,6,0.8571428571428571,0.2048210494378871,1.455614516610474,-0.937700193710462,-1.848038505889672,0.0886738909892471,0.9285714285714284,0.0,0,1,0.0714285714285714,False,True,0.4880215936004599,,,,,,,,0.4880215936004599,,,,,,,,,,,0.244011,427,0.244011,427
Q9Y295,Developmentally-regulated GTP-binding protein 1 ,7,1.0,0.1794683208190801,2.360731148581329,0.7416916247463606,1.0351239516768516,0.0400303042758904,0.5510204081632654,0.4285714285714285,0,2,0.4489795918367346,False,True,0.487049788538078,,,,,,,,0.487049788538078,,,,,,,,,,,0.243525,428,0.243525,428
Q15417,Calponin-3 ,7,1.0,0.1164750161807135,1.1114960559558165,9.656006820514932,1.5079766993221888,0.001671634087174,0.5714285714285714,0.4285714285714285,2,3,0.4285714285714285,True,True,0.4869232123634078,,,,,,,,0.4869232123634078,,,,,,,,,,,0.243462,429,0.243462,429
B4DP54,Tubulin beta chain ,7,1.0,0.104361062822322,1.8430638257695788,-31895.303924874104,0.0290904086783463,0.0,0.6224489795918366,0.1428571428571428,0,1,0.3775510204081632,False,True,0.4861941136077479,,,,,,,,0.4861941136077479,,,,,,,,,,,0.243097,430,0.243097,430
O14737,Programmed cell death protein 5 ,7,1.0,-0.1194382312633384,0.1138305249412027,1.097543625303328,2.950344031107712,0.4948864645318925,0.4693877551020408,0.5714285714285714,0,1,0.5306122448979592,False,True,0.4860196372299229,,,,,,,,0.4860196372299229,,,,,,,,,,,0.24301,431,0.24301,431
F8VQE1,LIM domain and actin-binding protein 1 ,7,1.0,-0.220428269999696,0.5176546065567788,0.7921011326727132,0.901980505318324,0.0,0.7959183673469388,0.2857142857142857,0,4,0.2040816326530612,False,True,0.4858903327061569,,,,,,,,0.4858903327061569,,,,,,,,,,,0.242945,432,0.242945,432
B7Z591,Calcium load-activated calcium channel ,7,1.0,-0.3434181882718686,0.2353207001510778,476467.2470618658,0.5640416215086113,0.0,0.7346938775510204,0.1428571428571428,1,2,0.2653061224489795,True,True,0.4855090908228124,,,,,,,,0.4855090908228124,,,,,,,,,,,0.242755,433,0.242755,433
A0A7P0TAJ5,A-kinase anchor protein 8-like ,6,0.8571428571428571,0.3221844992639689,1.679978672555594,-1.381369469857691,-3.248775632428286,0.1051175900982616,0.9285714285714284,0.0,0,1,0.0714285714285714,False,True,0.4853693163186716,,,,,,,,0.4853693163186716,,,,,,,,,,,0.242685,434,0.242685,434
B0YIW5,Coatomer subunit delta ,7,1.0,-0.0325210738320344,1.2045490462844033,1.412974701662513,1.5870234914170105,0.1003634945885343,0.5816326530612245,0.2857142857142857,0,3,0.4183673469387755,False,True,0.4851972993904484,,,,,,,,0.4851972993904484,,,,,,,,,,,0.242599,435,0.242599,435
A0A804HHW5,3-hydroxyacyl-CoA dehydrogenase type-2 ,7,1.0,-0.4120593536808142,0.1209865077742302,33894.68455530192,0.2319617389677226,0.483245133853362,0.7448979591836735,0.1428571428571428,0,3,0.2551020408163264,False,True,0.4851653493964199,,,,,,,,0.4851653493964199,,,,,,,,,,,0.242583,436,0.242583,436
M0QZM1,Heterogeneous nuclear ribonucleoprotein M (Fragment) ,6,0.8571428571428571,-0.2581038249831541,0.1749007540378258,766351.0296110722,0.7981842817468259,0.0191924720555221,0.8690476190476191,0.1428571428571428,2,5,0.1309523809523809,True,True,0.4846145999375603,,,,,,,,0.4846145999375603,,,,,,,,,,,0.242307,437,0.242307,437
A0A024R3M0,"Signal recognition particle receptor (docking protein), isoform CRA_a ",7,1.0,-0.0045256512381534,1.459642439566905,-241416.03948638603,-0.3196785191414086,0.0,0.7653061224489797,0.1428571428571428,0,1,0.2346938775510204,False,True,0.4845979575840936,,,,,,,,0.4845979575840936,,,,,,,,,,,0.242299,438,0.242299,438
Q6IBR8,"Eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa ",7,1.0,0.2817259653360896,1.7502959032312355,-0.080815753728185,-0.3113636894486689,0.1730184203898388,0.4795918367346939,0.2857142857142857,0,1,0.5204081632653061,False,True,0.4842908672968309,,,,,,,,0.4842908672968309,,,,,,,,,,,0.242145,439,0.242145,439
Q8IYS1,Xaa-Arg dipeptidase ,7,1.0,-0.001808544476804,0.8718012128064823,6.558065642854957,0.5679922482241899,0.0,0.6632653061224489,0.2857142857142857,0,3,0.3367346938775509,False,True,0.4839439505161809,,,,,,,,0.4839439505161809,,,,,,,,,,,0.241972,440,0.241972,440
O95817,BAG family molecular chaperone regulator 3 ,6,0.8571428571428571,-0.0656229748124114,0.7577400413729994,-0.2831317389112358,-0.1952768210661339,0.1591725008316486,0.9285714285714284,0.0,0,1,0.0714285714285714,False,True,0.4832569771578761,,,,,,,,0.4832569771578761,,,,,,,,,,,0.241628,441,0.241628,441
Q9Y2X3,Nucleolar protein 58 ,7,1.0,-0.0621754961113144,0.5202698153525721,179491.78255969254,-0.0116031244636616,0.0330715936239065,0.6428571428571429,0.1428571428571428,1,2,0.3571428571428571,True,True,0.482933940170407,,,,,,,,0.482933940170407,,,,,,,,,,,0.241467,442,0.241467,442
F8W930,Insulin-like growth factor 2 mRNA-binding protein 2 ,7,1.0,-0.2912416380364496,0.1832821490289473,0.6287665132219179,1.0454504723921438,0.0946474508725352,0.7755102040816327,0.2857142857142857,0,5,0.2244897959183673,False,True,0.4826754340110323,,,,,,,,0.4826754340110323,,,,,,,,,,,0.241338,443,0.241338,443
A0A090N7V5,Gamma-glutamylcyclotransferase ,7,1.0,-0.1078406660746739,0.9285714285714286,-293722.79180621874,-0.4954806441428765,0.0,0.8469387755102041,0.1428571428571428,0,2,0.1530612244897959,False,True,0.4826683713291481,,,,,,,,0.4826683713291481,,,,,,,,,,,0.241334,444,0.241334,444
Q9H269,Vacuolar protein sorting-associated protein 16 homolog ,6,0.8571428571428571,-0.405941506250309,0.229472352226291,987591.5887363444,1.3720122463485982,0.0,0.8571428571428572,0.1428571428571428,3,6,0.1428571428571428,True,True,0.4825100023307604,,,,,,,,0.4825100023307604,,,,,,,,,,,0.241255,445,0.241255,445
P43246,DNA mismatch repair protein Msh2 ,7,1.0,-0.0232706063367534,0.3293533705878936,1.8028187068349784,1.850356266380352,0.1151414025869785,0.5306122448979592,0.2857142857142857,0,5,0.4693877551020408,False,True,0.482180039476288,,,,,,,,0.482180039476288,,,,,,,,,,,0.24109,446,0.24109,446
B4E3Q9,Metavinculin ,7,1.0,-0.1416038307132355,1.1956343868720107,0.1870131669069971,0.975273438080876,0.9053482341639584,0.4489795918367347,0.5714285714285714,0,2,0.5510204081632653,False,True,0.4820243424444083,,,,,,,,0.4820243424444083,,,,,,,,,,,0.241012,447,0.241012,447
